match_id,match_num,year,cup_name,round,date,time,team1,team2,team1_normalized,team2_normalized,team1_score_final,team2_score_final,total_goals_final,winner,loser,is_draw,goal_difference,group,ground,status,match_played,has_goals_events
1974_28,,1974,World Cup 1974,Matchday 5,1974-06-30,,Argentina,Brazil,Argentina,Brazil,1.0,2.0,3.0,Brazil,Argentina,False,1.0,Group A,"Niedersachsenstadion, Hanover",played,True,False
1974_29,,1974,World Cup 1974,Matchday 6,1974-07-03,,Argentina,East Germany,Argentina,East Germany,1.0,1.0,2.0,,,True,0.0,Group A,"Parkstadion, Gelsenkirchen",played,True,False
1974_30,,1974,World Cup 1974,Matchday 6,1974-07-03,,Netherlands,Brazil,Netherlands,Brazil,2.0,0.0,2.0,Netherlands,Brazil,False,2.0,Group A,"Westfalenstadion, Dortmund",played,True,False
1974_31,,1974,World Cup 1974,Matchday 4,1974-06-26,,Yugoslavia,West Germany,Serbia,Germany,0.0,2.0,2.0,Germany,Serbia,False,2.0,Group B,"Rheinstadion, Düsseldorf",played,True,False
1974_32,,1974,World Cup 1974,Matchday 4,1974-06-26,,Sweden,Poland,Sweden,Poland,0.0,1.0,1.0,Poland,Sweden,False,1.0,Group B,"Neckarstadion, Stuttgart",played,True,False
1974_33,,1974,World Cup 1974,Matchday 5,1974-06-30,,West Germany,Sweden,Germany,Sweden,4.0,2.0,6.0,Germany,Sweden,False,2.0,Group B,"Rheinstadion, Düsseldorf",played,True,False
1974_34,,1974,World Cup 1974,Matchday 5,1974-06-30,,Poland,Yugoslavia,Poland,Serbia,2.0,1.0,3.0,Poland,Serbia,False,1.0,Group B,"Waldstadion, Frankfurt",played,True,False
1974_35,,1974,World Cup 1974,Matchday 6,1974-07-03,,Poland,West Germany,Poland,Germany,0.0,1.0,1.0,Germany,Poland,False,1.0,Group B,"Waldstadion, Frankfurt",played,True,False
1974_36,,1974,World Cup 1974,Matchday 6,1974-07-03,,Sweden,Yugoslavia,Sweden,Serbia,2.0,1.0,3.0,Sweden,Serbia,False,1.0,Group B,"Rheinstadion, Düsseldorf",played,True,False
1974_37,,1974,World Cup 1974,Match for third place,1974-07-06,,Brazil,Poland,Brazil,Poland,0.0,1.0,1.0,Poland,Brazil,False,1.0,,"Olympiastadion, München",played,True,False
1974_38,,1974,World Cup 1974,Final,1974-07-07,,Netherlands,West Germany,Netherlands,Germany,1.0,2.0,3.0,Germany,Netherlands,False,1.0,,"Olympiastadion, München",played,True,False
1978_1,,1978,World Cup 1978,Matchday 1,1978-06-02,,Argentina,Hungary,Argentina,Hungary,2.0,1.0,3.0,Argentina,Hungary,False,1.0,Group 1,"Estadio Monumental, Buenos Aires",played,True,False
1978_2,,1978,World Cup 1978,Matchday 1,1978-06-02,,Italy,France,Italy,France,2.0,1.0,3.0,Italy,France,False,1.0,Group 1,"Estadio José María Minella, Mar del Plata",played,True,False
1978_3,,1978,World Cup 1978,Matchday 2,1978-06-06,,Argentina,France,Argentina,France,2.0,1.0,3.0,Argentina,France,False,1.0,Group 1,"Estadio Monumental, Buenos Aires",played,True,False
1978_4,,1978,World Cup 1978,Matchday 2,1978-06-06,,Italy,Hungary,Italy,Hungary,3.0,1.0,4.0,Italy,Hungary,False,2.0,Group 1,"Estadio José María Minella, Mar del Plata",played,True,False
1978_5,,1978,World Cup 1978,Matchday 3,1978-06-10,,Argentina,Italy,Argentina,Italy,0.0,1.0,1.0,Italy,Argentina,False,1.0,Group 1,"Estadio Monumental, Buenos Aires",played,True,False
1978_6,,1978,World Cup 1978,Matchday 3,1978-06-10,,France,Hungary,France,Hungary,3.0,1.0,4.0,France,Hungary,False,2.0,Group 1,"Estadio José María Minella, Mar del Plata",played,True,False
1978_7,,1978,World Cup 1978,Matchday 1,1978-06-01,,West Germany,Poland,Germany,Poland,0.0,0.0,0.0,,,True,0.0,Group 2,"Estadio Monumental, Buenos Aires",played,True,False
1978_8,,1978,World Cup 1978,Matchday 1,1978-06-02,,Tunisia,Mexico,Tunisia,Mexico,3.0,1.0,4.0,Tunisia,Mexico,False,2.0,Group 2,"Estadio Gigante de Arroyito, Rosario",played,True,False
1978_9,,1978,World Cup 1978,Matchday 2,1978-06-06,,Poland,Tunisia,Poland,Tunisia,1.0,0.0,1.0,Poland,Tunisia,False,1.0,Group 2,"Estadio Gigante de Arroyito, Rosario",played,True,False
1978_10,,1978,World Cup 1978,Matchday 2,1978-06-06,,West Germany,Mexico,Germany,Mexico,6.0,0.0,6.0,Germany,Mexico,False,6.0,Group 2,"Estadio Chateau Carreras, Córdoba",played,True,False
1978_11,,1978,World Cup 1978,Matchday 3,1978-06-10,,Poland,Mexico,Poland,Mexico,3.0,1.0,4.0,Poland,Mexico,False,2.0,Group 2,"Estadio Gigante de Arroyito, Rosario",played,True,False
1978_12,,1978,World Cup 1978,Matchday 3,1978-06-10,,West Germany,Tunisia,Germany,Tunisia,0.0,0.0,0.0,,,True,0.0,Group 2,"Estadio Olímpico Chateau Carreras, Córdoba",played,True,False
1978_13,,1978,World Cup 1978,Matchday 1,1978-06-03,,Austria,Spain,Austria,Spain,2.0,1.0,3.0,Austria,Spain,False,1.0,Group 3,"Estadio José Amalfitani, Buenos Aires",played,True,False
1978_14,,1978,World Cup 1978,Matchday 1,1978-06-03,,Brazil,Sweden,Brazil,Sweden,1.0,1.0,2.0,,,True,0.0,Group 3,"Estadio José Maria Minella, Mar del Plata",played,True,False
1978_15,,1978,World Cup 1978,Matchday 2,1978-06-07,,Austria,Sweden,Austria,Sweden,1.0,0.0,1.0,Austria,Sweden,False,1.0,Group 3,"Estadio José Amalfitani, Buenos Aires",played,True,False
1978_16,,1978,World Cup 1978,Matchday 2,1978-06-07,,Brazil,Spain,Brazil,Spain,0.0,0.0,0.0,,,True,0.0,Group 3,"Estadio José Maria Minella, Mar del Plata",played,True,False
1978_17,,1978,World Cup 1978,Matchday 3,1978-06-11,,Spain,Sweden,Spain,Sweden,1.0,0.0,1.0,Spain,Sweden,False,1.0,Group 3,"Estadio José Amalfitani, Buenos Aires",played,True,False
1978_18,,1978,World Cup 1978,Matchday 3,1978-06-11,,Brazil,Austria,Brazil,Austria,1.0,0.0,1.0,Brazil,Austria,False,1.0,Group 3,"Estadio José Maria Minella, Mar del Plata",played,True,False
1978_19,,1978,World Cup 1978,Matchday 1,1978-06-03,,Peru,Scotland,Peru,Scotland,3.0,1.0,4.0,Peru,Scotland,False,2.0,Group 4,"Estadio Chateau Carreras, Córdoba",played,True,False
1978_20,,1978,World Cup 1978,Matchday 1,1978-06-03,,Netherlands,Iran,Netherlands,Iran,3.0,0.0,3.0,Netherlands,Iran,False,3.0,Group 4,"Estadio Ciudad de Mendoza, Mendoza",played,True,False
1978_21,,1978,World Cup 1978,Matchday 2,1978-06-07,,Scotland,Iran,Scotland,Iran,1.0,1.0,2.0,,,True,0.0,Group 4,"Estadio Chateau Carreras, Córdoba",played,True,False
1978_22,,1978,World Cup 1978,Matchday 2,1978-06-07,,Netherlands,Peru,Netherlands,Peru,0.0,0.0,0.0,,,True,0.0,Group 4,"Estadio Ciudad de Mendoza, Mendoza",played,True,False
1978_23,,1978,World Cup 1978,Matchday 3,1978-06-11,,Peru,Iran,Peru,Iran,4.0,1.0,5.0,Peru,Iran,False,3.0,Group 4,"Estadio Chateau Carreras, Córdoba",played,True,False
1978_24,,1978,World Cup 1978,Matchday 3,1978-06-11,,Scotland,Netherlands,Scotland,Netherlands,3.0,2.0,5.0,Scotland,Netherlands,False,1.0,Group 4,"Estadio Ciudad de Mendoza, Mendoza",played,True,False
1978_25,,1978,World Cup 1978,Matchday 4,1978-06-14,,Italy,West Germany,Italy,Germany,0.0,0.0,0.0,,,True,0.0,Group A,"Estadio Monumental, Buenos Aires",played,True,False
1978_26,,1978,World Cup 1978,Matchday 4,1978-06-14,,Austria,Netherlands,Austria,Netherlands,1.0,5.0,6.0,Netherlands,Austria,False,4.0,Group A,"Estadio Chateau Carreras, Córdoba",played,True,False
1978_27,,1978,World Cup 1978,Matchday 5,1978-06-18,,Italy,Austria,Italy,Austria,1.0,0.0,1.0,Italy,Austria,False,1.0,Group A,"Estadio Monumental, Buenos Aires",played,True,False
1978_28,,1978,World Cup 1978,Matchday 5,1978-06-18,,Netherlands,West Germany,Netherlands,Germany,2.0,2.0,4.0,,,True,0.0,Group A,"Estadio Chateau Carreras, Córdoba",played,True,False
1978_29,,1978,World Cup 1978,Matchday 6,1978-06-21,,Italy,Netherlands,Italy,Netherlands,1.0,2.0,3.0,Netherlands,Italy,False,1.0,Group A,"Estadio Monumental, Buenos Aires",played,True,False
1978_30,,1978,World Cup 1978,Matchday 6,1978-06-21,,Austria,West Germany,Austria,Germany,3.0,2.0,5.0,Austria,Germany,False,1.0,Group A,"Estadio Chateau Carreras, Córdoba",played,True,False
1978_31,,1978,World Cup 1978,Matchday 4,1978-06-14,,Argentina,Poland,Argentina,Poland,2.0,0.0,2.0,Argentina,Poland,False,2.0,Group B,"Estadio Gigante de Arroyito, Rosario",played,True,False
1978_32,,1978,World Cup 1978,Matchday 4,1978-06-14,,Peru,Brazil,Peru,Brazil,0.0,3.0,3.0,Brazil,Peru,False,3.0,Group B,"Estadio Ciudad de Mendoza, Mendoza",played,True,False
1978_33,,1978,World Cup 1978,Matchday 5,1978-06-18,,Argentina,Brazil,Argentina,Brazil,0.0,0.0,0.0,,,True,0.0,Group B,"Estadio Gigante de Arroyito, Rosario",played,True,False
1978_34,,1978,World Cup 1978,Matchday 5,1978-06-18,,Peru,Poland,Peru,Poland,0.0,1.0,1.0,Poland,Peru,False,1.0,Group B,"Estadio Ciudad de Mendoza, Mendoza",played,True,False
1978_35,,1978,World Cup 1978,Matchday 6,1978-06-21,,Argentina,Peru,Argentina,Peru,6.0,0.0,6.0,Argentina,Peru,False,6.0,Group B,"Estadio Gigante de Arroyito, Rosario",played,True,False
1978_36,,1978,World Cup 1978,Matchday 6,1978-06-21,,Poland,Brazil,Poland,Brazil,1.0,3.0,4.0,Brazil,Poland,False,2.0,Group B,"Estadio Ciudad de Mendoza, Mendoza",played,True,False
1978_37,,1978,World Cup 1978,Third place match,1978-06-24,,Brazil,Italy,Brazil,Italy,2.0,1.0,3.0,Brazil,Italy,False,1.0,,"Estadio Monumental, Buenos Aires",played,True,False
1978_38,,1978,World Cup 1978,Final,1978-06-25,,Netherlands,Argentina,Netherlands,Argentina,1.0,3.0,4.0,Argentina,Netherlands,False,2.0,,"Estadio Monumental, Buenos Aires",played,True,False
1982_1,,1982,World Cup 1982,Matchday 1,1982-06-14,,Italy,Poland,Italy,Poland,0.0,0.0,0.0,,,True,0.0,Group 1,"Balaídos, Vigo",played,True,False
1982_2,,1982,World Cup 1982,Matchday 1,1982-06-15,,Peru,Cameroon,Peru,Cameroon,0.0,0.0,0.0,,,True,0.0,Group 1,"Estadio de Riazor, A Coruña",played,True,False
1982_3,,1982,World Cup 1982,Matchday 2,1982-06-18,,Italy,Peru,Italy,Peru,1.0,1.0,2.0,,,True,0.0,Group 1,"Balaídos, Vigo",played,True,False
1982_4,,1982,World Cup 1982,Matchday 2,1982-06-19,,Poland,Cameroon,Poland,Cameroon,0.0,0.0,0.0,,,True,0.0,Group 1,"Estadio de Riazor, A Coruña",played,True,False
1982_5,,1982,World Cup 1982,Matchday 3,1982-06-22,,Poland,Peru,Poland,Peru,5.0,1.0,6.0,Poland,Peru,False,4.0,Group 1,"Estadio de Riazor, A Coruña",played,True,False
1982_6,,1982,World Cup 1982,Matchday 3,1982-06-23,,Italy,Cameroon,Italy,Cameroon,1.0,1.0,2.0,,,True,0.0,Group 1,"Balaídos, Vigo",played,True,False
1982_7,,1982,World Cup 1982,Matchday 1,1982-06-16,,West Germany,Algeria,Germany,Algeria,1.0,2.0,3.0,Algeria,Germany,False,1.0,Group 2,"El Molinón, Gijón",played,True,False
1982_8,,1982,World Cup 1982,Matchday 1,1982-06-17,,Chile,Austria,Chile,Austria,0.0,1.0,1.0,Austria,Chile,False,1.0,Group 2,"Estadio Carlos Tartiere, Oviedo",played,True,False
1982_9,,1982,World Cup 1982,Matchday 2,1982-06-20,,West Germany,Chile,Germany,Chile,4.0,1.0,5.0,Germany,Chile,False,3.0,Group 2,"El Molinón, Gijón",played,True,False
1982_10,,1982,World Cup 1982,Matchday 2,1982-06-21,,Algeria,Austria,Algeria,Austria,0.0,2.0,2.0,Austria,Algeria,False,2.0,Group 2,"Estadio Carlos Tartiere, Oviedo",played,True,False
1982_11,,1982,World Cup 1982,Matchday 3,1982-06-24,,Algeria,Chile,Algeria,Chile,3.0,2.0,5.0,Algeria,Chile,False,1.0,Group 2,"Estadio Carlos Tartiere, Oviedo",played,True,False
1982_12,,1982,World Cup 1982,Matchday 3,1982-06-25,,West Germany,Austria,Germany,Austria,1.0,0.0,1.0,Germany,Austria,False,1.0,Group 2,"El Molinón, Gijón",played,True,False
1982_13,,1982,World Cup 1982,Matchday 1,1982-06-13,,Argentina,Belgium,Argentina,Belgium,0.0,1.0,1.0,Belgium,Argentina,False,1.0,Group 3,"Camp Nou, Barcelona",played,True,False
1982_14,,1982,World Cup 1982,Matchday 1,1982-06-15,,Hungary,El Salvador,Hungary,El Salvador,10.0,1.0,11.0,Hungary,El Salvador,False,9.0,Group 3,"Nuevo Estadio, Elche",played,True,False
1982_15,,1982,World Cup 1982,Matchday 2,1982-06-18,,Argentina,Hungary,Argentina,Hungary,4.0,1.0,5.0,Argentina,Hungary,False,3.0,Group 3,"Estadio José Rico Pérez, Alicante",played,True,False
1982_16,,1982,World Cup 1982,Matchday 2,1982-06-19,,Belgium,El Salvador,Belgium,El Salvador,1.0,0.0,1.0,Belgium,El Salvador,False,1.0,Group 3,"Nuevo Estadio, Elche",played,True,False
1982_17,,1982,World Cup 1982,Matchday 3,1982-06-22,,Belgium,Hungary,Belgium,Hungary,1.0,1.0,2.0,,,True,0.0,Group 3,"Nuevo Estadio, Elche",played,True,False
1982_18,,1982,World Cup 1982,Matchday 3,1982-06-23,,Argentina,El Salvador,Argentina,El Salvador,2.0,0.0,2.0,Argentina,El Salvador,False,2.0,Group 3,"Estadio José Rico Pérez, Alicante",played,True,False
1982_19,,1982,World Cup 1982,Matchday 1,1982-06-16,,England,France,England,France,3.0,1.0,4.0,England,France,False,2.0,Group 4,"Estadio San Mamés, Bilbao",played,True,False
1982_20,,1982,World Cup 1982,Matchday 1,1982-06-17,,Czechoslovakia,Kuwait,Czech Republic,Kuwait,1.0,1.0,2.0,,,True,0.0,Group 4,"Estadio José Zorrilla, Valladolid",played,True,False
1982_21,,1982,World Cup 1982,Matchday 2,1982-06-20,,England,Czechoslovakia,England,Czech Republic,2.0,0.0,2.0,England,Czech Republic,False,2.0,Group 4,"Estadio San Mamés, Bilbao",played,True,False
1982_22,,1982,World Cup 1982,Matchday 2,1982-06-21,,France,Kuwait,France,Kuwait,4.0,1.0,5.0,France,Kuwait,False,3.0,Group 4,"Estadio José Zorrilla, Valladolid",played,True,False
1982_23,,1982,World Cup 1982,Matchday 3,1982-06-24,,France,Czechoslovakia,France,Czech Republic,1.0,1.0,2.0,,,True,0.0,Group 4,"Estadio José Zorrilla, Valladolid",played,True,False
1982_24,,1982,World Cup 1982,Matchday 3,1982-06-25,,England,Kuwait,England,Kuwait,1.0,0.0,1.0,England,Kuwait,False,1.0,Group 4,"Estadio San Mamés, Bilbao",played,True,False
1982_25,,1982,World Cup 1982,Matchday 1,1982-06-16,,Spain,Honduras,Spain,Honduras,1.0,1.0,2.0,,,True,0.0,Group 5,"Estadio Luis Casanova, Valencia",played,True,False
1982_26,,1982,World Cup 1982,Matchday 1,1982-06-17,,Yugoslavia,Northern Ireland,Serbia,Northern Ireland,0.0,0.0,0.0,,,True,0.0,Group 5,"La Romareda, Zaragoza",played,True,False
1982_27,,1982,World Cup 1982,Matchday 2,1982-06-20,,Spain,Yugoslavia,Spain,Serbia,2.0,1.0,3.0,Spain,Serbia,False,1.0,Group 5,"Estadio Luis Casanova, Valencia",played,True,False
1982_28,,1982,World Cup 1982,Matchday 2,1982-06-21,,Honduras,Northern Ireland,Honduras,Northern Ireland,1.0,1.0,2.0,,,True,0.0,Group 5,"La Romareda, Zaragoza",played,True,False
1982_29,,1982,World Cup 1982,Matchday 3,1982-06-24,,Honduras,Yugoslavia,Honduras,Serbia,0.0,1.0,1.0,Serbia,Honduras,False,1.0,Group 5,"La Romareda, Zaragoza",played,True,False
1982_30,,1982,World Cup 1982,Matchday 3,1982-06-25,,Spain,Northern Ireland,Spain,Northern Ireland,0.0,1.0,1.0,Northern Ireland,Spain,False,1.0,Group 5,"Estadio Luis Casanova, Valencia",played,True,False
1982_31,,1982,World Cup 1982,Matchday 1,1982-06-14,,Brazil,Soviet Union,Brazil,Russia,2.0,1.0,3.0,Brazil,Russia,False,1.0,Group 6,"Estadio Ramón Sánchez Pizjuán, Seville",played,True,False
1982_32,,1982,World Cup 1982,Matchday 1,1982-06-15,,Scotland,New Zealand,Scotland,New Zealand,5.0,2.0,7.0,Scotland,New Zealand,False,3.0,Group 6,"Estadio La Rosaleda, Málaga",played,True,False
1982_33,,1982,World Cup 1982,Matchday 2,1982-06-18,,Brazil,Scotland,Brazil,Scotland,4.0,1.0,5.0,Brazil,Scotland,False,3.0,Group 6,"Estadio Benito Villamarín, Seville",played,True,False
1982_34,,1982,World Cup 1982,Matchday 2,1982-06-19,,Soviet Union,New Zealand,Russia,New Zealand,3.0,0.0,3.0,Russia,New Zealand,False,3.0,Group 6,"Estadio La Rosaleda, Málaga",played,True,False
1982_35,,1982,World Cup 1982,Matchday 3,1982-06-22,,Soviet Union,Scotland,Russia,Scotland,2.0,2.0,4.0,,,True,0.0,Group 6,"Estadio La Rosaleda, Málaga",played,True,False
1982_36,,1982,World Cup 1982,Matchday 3,1982-06-23,,Brazil,New Zealand,Brazil,New Zealand,4.0,0.0,4.0,Brazil,New Zealand,False,4.0,Group 6,"Estadio Benito Villamarín, Seville",played,True,False
1982_37,,1982,World Cup 1982,Matchday 4,1982-06-28,,Poland,Belgium,Poland,Belgium,3.0,0.0,3.0,Poland,Belgium,False,3.0,Group A,"Camp Nou, Barcelona",played,True,False
1982_38,,1982,World Cup 1982,Matchday 5,1982-07-01,,Belgium,Soviet Union,Belgium,Russia,0.0,1.0,1.0,Russia,Belgium,False,1.0,Group A,"Camp Nou, Barcelona",played,True,False
1982_39,,1982,World Cup 1982,Matchday 6,1982-07-04,,Soviet Union,Poland,Russia,Poland,0.0,0.0,0.0,,,True,0.0,Group A,"Camp Nou, Barcelona",played,True,False
1982_40,,1982,World Cup 1982,Matchday 4,1982-06-29,,West Germany,England,Germany,England,0.0,0.0,0.0,,,True,0.0,Group B,"Estadio Santiago Bernabéu, Madrid",played,True,False
1982_41,,1982,World Cup 1982,Matchday 5,1982-07-02,,West Germany,Spain,Germany,Spain,2.0,1.0,3.0,Germany,Spain,False,1.0,Group B,"Estadio Santiago Bernabéu, Madrid",played,True,False
1982_42,,1982,World Cup 1982,Matchday 6,1982-07-05,,Spain,England,Spain,England,0.0,0.0,0.0,,,True,0.0,Group B,"Estadio Santiago Bernabéu, Madrid",played,True,False
1982_43,,1982,World Cup 1982,Matchday 4,1982-06-29,,Italy,Argentina,Italy,Argentina,2.0,1.0,3.0,Italy,Argentina,False,1.0,Group C,"Estadio Sarriá, Barcelona",played,True,False
1982_44,,1982,World Cup 1982,Matchday 5,1982-07-02,,Argentina,Brazil,Argentina,Brazil,1.0,3.0,4.0,Brazil,Argentina,False,2.0,Group C,"Estadio Sarriá, Barcelona",played,True,False
1982_45,,1982,World Cup 1982,Matchday 6,1982-07-05,,Italy,Brazil,Italy,Brazil,3.0,2.0,5.0,Italy,Brazil,False,1.0,Group C,"Estadio Sarriá, Barcelona",played,True,False
1982_46,,1982,World Cup 1982,Matchday 4,1982-06-28,,Austria,France,Austria,France,0.0,1.0,1.0,France,Austria,False,1.0,Group D,"Estadio Vicente Calderón, Madrid",played,True,False
1982_47,,1982,World Cup 1982,Matchday 5,1982-07-01,,Austria,Northern Ireland,Austria,Northern Ireland,2.0,2.0,4.0,,,True,0.0,Group D,"Estadio Vicente Calderón, Madrid",played,True,False
1982_48,,1982,World Cup 1982,Matchday 6,1982-07-04,,Northern Ireland,France,Northern Ireland,France,1.0,4.0,5.0,France,Northern Ireland,False,3.0,Group D,"Estadio Vicente Calderón, Madrid",played,True,False
1982_49,,1982,World Cup 1982,Semi-finals,1982-07-08,,Poland,Italy,Poland,Italy,0.0,2.0,2.0,Italy,Poland,False,2.0,,"Camp Nou, Barcelona",played,True,False
1982_50,,1982,World Cup 1982,Semi-finals,1982-07-08,,West Germany,France,Germany,France,3.0,3.0,6.0,,,True,0.0,,"Estadio Ramón Sánchez Pizjuán, Seville",played,True,False
1982_51,,1982,World Cup 1982,Third place match,1982-07-10,,Poland,France,Poland,France,3.0,2.0,5.0,Poland,France,False,1.0,,"Estadio José Rico Pérez, Alicante",played,True,False
1982_52,,1982,World Cup 1982,Final,1982-07-11,,Italy,West Germany,Italy,Germany,3.0,1.0,4.0,Italy,Germany,False,2.0,,Estadio Santiago Bernabéu,played,True,False
1986_1,,1986,World Cup 1986,Matchday 1,1986-05-31,,Bulgaria,Italy,Bulgaria,Italy,1.0,1.0,2.0,,,True,0.0,Group A,"Estadio Azteca, Mexico City",played,True,False
1986_2,,1986,World Cup 1986,Matchday 1,1986-06-02,,Argentina,South Korea,Argentina,South Korea,3.0,1.0,4.0,Argentina,South Korea,False,2.0,Group A,"Estadio Olímpico Universitario, Mexico City",played,True,False
1986_3,,1986,World Cup 1986,Matchday 2,1986-06-05,,Italy,Argentina,Italy,Argentina,1.0,1.0,2.0,,,True,0.0,Group A,"Estadio Cuauhtémoc, Puebla",played,True,False
1986_4,,1986,World Cup 1986,Matchday 2,1986-06-05,,South Korea,Bulgaria,South Korea,Bulgaria,1.0,1.0,2.0,,,True,0.0,Group A,"Estadio Olímpico Universitario, Mexico City",played,True,False
1986_5,,1986,World Cup 1986,Matchday 3,1986-06-10,,South Korea,Italy,South Korea,Italy,2.0,3.0,5.0,Italy,South Korea,False,1.0,Group A,"Estadio Cuauhtémoc, Puebla",played,True,False
1986_6,,1986,World Cup 1986,Matchday 3,1986-06-10,,Argentina,Bulgaria,Argentina,Bulgaria,2.0,0.0,2.0,Argentina,Bulgaria,False,2.0,Group A,"Estadio Olímpico Universitario, Mexico City",played,True,False
1986_7,,1986,World Cup 1986,Matchday 1,1986-06-03,,Belgium,Mexico,Belgium,Mexico,1.0,2.0,3.0,Mexico,Belgium,False,1.0,Group B,"Estadio Azteca, Mexico City",played,True,False
1986_8,,1986,World Cup 1986,Matchday 1,1986-06-04,,Paraguay,Iraq,Paraguay,Iraq,1.0,0.0,1.0,Paraguay,Iraq,False,1.0,Group B,"Estadio Nemesio Díez, Toluca",played,True,False
1986_9,,1986,World Cup 1986,Matchday 2,1986-06-07,,Mexico,Paraguay,Mexico,Paraguay,1.0,1.0,2.0,,,True,0.0,Group B,"Estadio Azteca, Mexico City",played,True,False
1986_10,,1986,World Cup 1986,Matchday 2,1986-06-08,,Iraq,Belgium,Iraq,Belgium,1.0,2.0,3.0,Belgium,Iraq,False,1.0,Group B,"Estadio Nemesio Díez, Toluca",played,True,False
1986_11,,1986,World Cup 1986,Matchday 3,1986-06-11,,Iraq,Mexico,Iraq,Mexico,0.0,1.0,1.0,Mexico,Iraq,False,1.0,Group B,"Estadio Azteca, Mexico City",played,True,False
1986_12,,1986,World Cup 1986,Matchday 3,1986-06-11,,Paraguay,Belgium,Paraguay,Belgium,2.0,2.0,4.0,,,True,0.0,Group B,"Estadio Nemesio Díez, Toluca",played,True,False
1986_13,,1986,World Cup 1986,Matchday 1,1986-06-01,,Canada,France,Canada,France,0.0,1.0,1.0,France,Canada,False,1.0,Group C,"Estadio Nou Camp, León",played,True,False
1986_14,,1986,World Cup 1986,Matchday 1,1986-06-02,,Soviet Union,Hungary,Russia,Hungary,6.0,0.0,6.0,Russia,Hungary,False,6.0,Group C,"Estadio Sergio León Chavez, Irapuato",played,True,False
1986_15,,1986,World Cup 1986,Matchday 2,1986-06-05,,France,Soviet Union,France,Russia,1.0,1.0,2.0,,,True,0.0,Group C,"Estadio Nou Camp, León",played,True,False
1986_16,,1986,World Cup 1986,Matchday 2,1986-06-06,,Hungary,Canada,Hungary,Canada,2.0,0.0,2.0,Hungary,Canada,False,2.0,Group C,"Estadio Sergio León Chavez, Irapuato",played,True,False
1986_17,,1986,World Cup 1986,Matchday 3,1986-06-09,,Hungary,France,Hungary,France,0.0,3.0,3.0,France,Hungary,False,3.0,Group C,"Estadio Nou Camp, León",played,True,False
1986_18,,1986,World Cup 1986,Matchday 3,1986-06-09,,Soviet Union,Canada,Russia,Canada,2.0,0.0,2.0,Russia,Canada,False,2.0,Group C,"Estadio Sergio León Chavez, Irapuato",played,True,False
1986_19,,1986,World Cup 1986,Matchday 1,1986-06-01,,Spain,Brazil,Spain,Brazil,0.0,1.0,1.0,Brazil,Spain,False,1.0,Group D,"Estadio Jalisco, Guadalajara",played,True,False
1986_20,,1986,World Cup 1986,Matchday 1,1986-06-03,,Algeria,Northern Ireland,Algeria,Northern Ireland,1.0,1.0,2.0,,,True,0.0,Group D,"Estadio Tres de Marzo, Guadalajara",played,True,False
1986_21,,1986,World Cup 1986,Matchday 2,1986-06-06,,Brazil,Algeria,Brazil,Algeria,1.0,0.0,1.0,Brazil,Algeria,False,1.0,Group D,"Estadio Jalisco, Guadalajara",played,True,False
1986_22,,1986,World Cup 1986,Matchday 2,1986-06-07,,Northern Ireland,Spain,Northern Ireland,Spain,1.0,2.0,3.0,Spain,Northern Ireland,False,1.0,Group D,"Estadio Tres de Marzo, Guadalajara",played,True,False
1986_23,,1986,World Cup 1986,Matchday 3,1986-06-12,,Northern Ireland,Brazil,Northern Ireland,Brazil,0.0,3.0,3.0,Brazil,Northern Ireland,False,3.0,Group D,"Estadio Jalisco, Guadalajara",played,True,False
1986_24,,1986,World Cup 1986,Matchday 3,1986-06-12,,Algeria,Spain,Algeria,Spain,0.0,3.0,3.0,Spain,Algeria,False,3.0,Group D,"Estadio Tecnológico, Monterrey",played,True,False
1986_25,,1986,World Cup 1986,Matchday 1,1986-06-04,,Uruguay,West Germany,Uruguay,Germany,1.0,1.0,2.0,,,True,0.0,Group E,"Estadio La Corregidora, Querétaro",played,True,False
1986_26,,1986,World Cup 1986,Matchday 1,1986-06-04,,Scotland,Denmark,Scotland,Denmark,0.0,1.0,1.0,Denmark,Scotland,False,1.0,Group E,"Estadio Neza 86, Nezahualcóyotl",played,True,False
1986_27,,1986,World Cup 1986,Matchday 2,1986-06-08,,West Germany,Scotland,Germany,Scotland,2.0,1.0,3.0,Germany,Scotland,False,1.0,Group E,"Estadio La Corregidora, Querétaro",played,True,False
1986_28,,1986,World Cup 1986,Matchday 2,1986-06-08,,Denmark,Uruguay,Denmark,Uruguay,6.0,1.0,7.0,Denmark,Uruguay,False,5.0,Group E,"Estadio Neza 86, Nezahualcóyotl",played,True,False
1986_29,,1986,World Cup 1986,Matchday 3,1986-06-13,,Denmark,West Germany,Denmark,Germany,2.0,0.0,2.0,Denmark,Germany,False,2.0,Group E,"Estadio La Corregidora, Querétaro",played,True,False
1986_30,,1986,World Cup 1986,Matchday 3,1986-06-13,,Scotland,Uruguay,Scotland,Uruguay,0.0,0.0,0.0,,,True,0.0,Group E,"Estadio Neza 86, Nezahualcóyotl",played,True,False
1986_31,,1986,World Cup 1986,Matchday 1,1986-06-02,,Morocco,Poland,Morocco,Poland,0.0,0.0,0.0,,,True,0.0,Group F,"Estadio Universitario, Monterrey",played,True,False
