match_id,year,cup_name,round,date,team1,team2,team1_score,team2_score,team1_ht_score,team2_ht_score,group,ground
1966_21,1966,World Cup 1966,Matchday 2,1966-07-15,Chile,North Korea,1.0,1.0,,,Group 4,"Ayresome Park, Middlesbrough"
1966_22,1966,World Cup 1966,Matchday 2,1966-07-16,Soviet Union,Italy,1.0,0.0,,,Group 4,"Roker Park, Sunderland"
1966_23,1966,World Cup 1966,Matchday 3,1966-07-19,North Korea,Italy,1.0,0.0,,,Group 4,"Ayresome Park, Middlesbrough"
1966_24,1966,World Cup 1966,Matchday 3,1966-07-20,Soviet Union,Chile,2.0,1.0,,,Group 4,"Roker Park, Sunderland"
1966_25,1966,World Cup 1966,Quarter-finals,1966-07-23,England,Argentina,1.0,0.0,,,,"Wembley Stadium, London"
1966_26,1966,World Cup 1966,Quarter-finals,1966-07-23,West Germany,Uruguay,4.0,0.0,,,,"Hillsborough Stadium, Sheffield"
1966_27,1966,World Cup 1966,Quarter-finals,1966-07-23,Soviet Union,Hungary,2.0,1.0,,,,"Roker Park, Sunderland"
1966_28,1966,World Cup 1966,Quarter-finals,1966-07-23,Portugal,North Korea,5.0,3.0,,,,"Goodison Park, Liverpool"
1966_29,1966,World Cup 1966,Semi-finals,1966-07-25,West Germany,Soviet Union,2.0,1.0,,,,"Goodison Park, Liverpool"
1966_30,1966,World Cup 1966,Semi-finals,1966-07-26,England,Portugal,2.0,1.0,,,,"Wembley Stadium, London"
1966_31,1966,World Cup 1966,Third-place match,1966-07-28,Portugal,Soviet Union,2.0,1.0,,,,"Wembley Stadium, London"
1966_32,1966,World Cup 1966,Final,1966-07-30,England,West Germany,2.0,2.0,,,,"Wembley Stadium, London"
1970_1,1970,World Cup 1970,Matchday 1,1970-05-31,Mexico,Soviet Union,0.0,0.0,,,Group 1,"Estadio Azteca, Mexico City"
1970_2,1970,World Cup 1970,Matchday 1,1970-06-03,Belgium,El Salvador,3.0,0.0,,,Group 1,"Estadio Azteca, Mexico City"
1970_3,1970,World Cup 1970,Matchday 2,1970-06-06,Soviet Union,Belgium,4.0,1.0,,,Group 1,"Estadio Azteca, Mexico City"
1970_4,1970,World Cup 1970,Matchday 2,1970-06-07,Mexico,El Salvador,4.0,0.0,,,Group 1,"Estadio Azteca, Mexico City"
1970_5,1970,World Cup 1970,Matchday 3,1970-06-10,Soviet Union,El Salvador,2.0,0.0,,,Group 1,"Estadio Azteca, Mexico City"
1970_6,1970,World Cup 1970,Matchday 3,1970-06-11,Mexico,Belgium,1.0,0.0,,,Group 1,"Estadio Azteca, Mexico City"
1970_7,1970,World Cup 1970,Matchday 1,1970-06-02,Uruguay,Israel,2.0,0.0,,,Group 2,"Estadio Cuauhtémoc, Puebla"
1970_8,1970,World Cup 1970,Matchday 1,1970-06-03,Italy,Sweden,1.0,0.0,,,Group 2,"Estadio Luis Dosal, Toluca"
1970_9,1970,World Cup 1970,Matchday 2,1970-06-06,Uruguay,Italy,0.0,0.0,,,Group 2,"Estadio Cuauhtémoc, Puebla"
1970_10,1970,World Cup 1970,Matchday 2,1970-06-07,Sweden,Israel,1.0,1.0,,,Group 2,"Estadio Luis Dosal, Toluca"
1970_11,1970,World Cup 1970,Matchday 3,1970-06-10,Uruguay,Sweden,0.0,1.0,,,Group 2,"Estadio Cuauhtémoc, Puebla"
1970_12,1970,World Cup 1970,Matchday 3,1970-06-11,Israel,Italy,0.0,0.0,,,Group 2,"Estadio Luis Dosal, Toluca"
1970_13,1970,World Cup 1970,Matchday 1,1970-06-02,Romania,England,0.0,1.0,,,Group 3,"Estadio Jalisco, Guadalajara"
1970_14,1970,World Cup 1970,Matchday 1,1970-06-03,Czechoslovakia,Brazil,1.0,4.0,,,Group 3,"Estadio Jalisco, Guadalajara"
1970_15,1970,World Cup 1970,Matchday 2,1970-06-06,Romania,Czechoslovakia,2.0,1.0,,,Group 3,"Estadio Jalisco, Guadalajara"
1970_16,1970,World Cup 1970,Matchday 2,1970-06-07,England,Brazil,0.0,1.0,,,Group 3,"Estadio Jalisco, Guadalajara"
1970_17,1970,World Cup 1970,Matchday 3,1970-06-10,Romania,Brazil,2.0,3.0,,,Group 3,"Estadio Jalisco, Guadalajara"
1970_18,1970,World Cup 1970,Matchday 3,1970-06-11,England,Czechoslovakia,1.0,0.0,,,Group 3,"Estadio Jalisco, Guadalajara"
1970_19,1970,World Cup 1970,Matchday 1,1970-06-02,Peru,Bulgaria,3.0,2.0,,,Group 4,"Estadio Nou Camp, León"
1970_20,1970,World Cup 1970,Matchday 1,1970-06-03,Morocco,West Germany,1.0,2.0,,,Group 4,"Estadio Nou Camp, León"
1970_21,1970,World Cup 1970,Matchday 2,1970-06-06,Peru,Morocco,3.0,0.0,,,Group 4,"Estadio Nou Camp, León"
1970_22,1970,World Cup 1970,Matchday 2,1970-06-07,Bulgaria,West Germany,2.0,5.0,,,Group 4,"Estadio Nou Camp, León"
1970_23,1970,World Cup 1970,Matchday 3,1970-06-10,Peru,West Germany,1.0,3.0,,,Group 4,"Estadio Nou Camp, León"
1970_24,1970,World Cup 1970,Matchday 3,1970-06-11,Bulgaria,Morocco,1.0,1.0,,,Group 4,"Estadio Nou Camp, León"
1970_25,1970,World Cup 1970,Quarter-finals,1970-06-14,Soviet Union,Uruguay,0.0,0.0,,,,"Estadio Azteca, Mexico City"
1970_26,1970,World Cup 1970,Quarter-finals,1970-06-14,Italy,Mexico,4.0,1.0,,,,"Estadio Luis Dosal, Toluca"
1970_27,1970,World Cup 1970,Quarter-finals,1970-06-14,Brazil,Peru,4.0,2.0,,,,"Estadio Jalisco, Guadalajara"
1970_28,1970,World Cup 1970,Quarter-finals,1970-06-14,West Germany,England,2.0,2.0,,,,"Estadio Nou Camp, León"
1970_29,1970,World Cup 1970,Semi-finals,1970-06-17,Uruguay,Brazil,1.0,3.0,,,,"Estadio Jalisco, Guadalajara"
1970_30,1970,World Cup 1970,Semi-finals,1970-06-17,Italy,West Germany,1.0,1.0,,,,"Estadio Azteca, Mexico City"
1970_31,1970,World Cup 1970,Match for third place,1970-06-20,Uruguay,West Germany,0.0,1.0,,,,"Estadio Azteca, Mexico City"
1970_32,1970,World Cup 1970,Final,1970-06-21,Brazil,Italy,4.0,1.0,,,,"Estadio Azteca, Mexico City"
1974_1,1974,World Cup 1974,Matchday 1,1974-06-14,West Germany,Chile,1.0,0.0,,,Group 1,"Olympiastadion, West Berlin"
1974_2,1974,World Cup 1974,Matchday 1,1974-06-14,East Germany,Australia,2.0,0.0,,,Group 1,"Volksparkstadion, Hamburg"
1974_3,1974,World Cup 1974,Matchday 2,1974-06-18,Chile,East Germany,1.0,1.0,,,Group 1,"Olympiastadion, West Berlin"
1974_4,1974,World Cup 1974,Matchday 2,1974-06-18,Australia,West Germany,0.0,3.0,,,Group 1,"Volksparkstadion, Hamburg"
1974_5,1974,World Cup 1974,Matchday 3,1974-06-22,Australia,Chile,0.0,0.0,,,Group 1,"Olympiastadion, West Berlin"
1974_6,1974,World Cup 1974,Matchday 3,1974-06-22,East Germany,West Germany,1.0,0.0,,,Group 1,"Volksparkstadion, Hamburg"
1974_7,1974,World Cup 1974,Matchday 1,1974-06-13,Brazil,Yugoslavia,0.0,0.0,,,Group 2,"Waldstadion, Frankfurt"
1974_8,1974,World Cup 1974,Matchday 1,1974-06-14,Zaire,Scotland,0.0,2.0,,,Group 2,"Westfalenstadion, Dortmund"
1974_9,1974,World Cup 1974,Matchday 2,1974-06-18,Yugoslavia,Zaire,9.0,0.0,,,Group 2,"Parkstadion, Gelsenkirchen"
1974_10,1974,World Cup 1974,Matchday 2,1974-06-18,Scotland,Brazil,0.0,0.0,,,Group 2,"Waldstadion, Frankfurt"
1974_11,1974,World Cup 1974,Matchday 3,1974-06-22,Scotland,Yugoslavia,1.0,1.0,,,Group 2,"Waldstadion, Frankfurt"
1974_12,1974,World Cup 1974,Matchday 3,1974-06-22,Zaire,Brazil,0.0,3.0,,,Group 2,"Parkstadion, Gelsenkirchen"
1974_13,1974,World Cup 1974,Matchday 1,1974-06-15,Uruguay,Netherlands,0.0,2.0,,,Group 3,"Niedersachsenstadion, Hanover"
1974_14,1974,World Cup 1974,Matchday 1,1974-06-15,Sweden,Bulgaria,0.0,0.0,,,Group 3,"Rheinstadion, Düsseldorf"
1974_15,1974,World Cup 1974,Matchday 2,1974-06-19,Netherlands,Sweden,0.0,0.0,,,Group 3,"Westfalenstadion, Dortmund"
1974_16,1974,World Cup 1974,Matchday 2,1974-06-19,Uruguay,Bulgaria,1.0,1.0,,,Group 3,"Niedersachsenstadion, Hanover"
1974_17,1974,World Cup 1974,Matchday 3,1974-06-23,Netherlands,Bulgaria,4.0,1.0,,,Group 3,"Westfalenstadion, Dortmund"
1974_18,1974,World Cup 1974,Matchday 3,1974-06-23,Sweden,Uruguay,3.0,0.0,,,Group 3,"Rheinstadion, Düsseldorf"
1974_19,1974,World Cup 1974,Matchday 1,1974-06-15,Italy,Haiti,3.0,1.0,,,Group 4,"Olympiastadion, München"
1974_20,1974,World Cup 1974,Matchday 1,1974-06-15,Poland,Argentina,3.0,2.0,,,Group 4,"Neckarstadion, Stuttgart"
1974_21,1974,World Cup 1974,Matchday 2,1974-06-19,Haiti,Poland,0.0,7.0,,,Group 4,"Olympiastadion, München"
1974_22,1974,World Cup 1974,Matchday 2,1974-06-19,Argentina,Italy,1.0,1.0,,,Group 4,"Neckarstadion, Stuttgart"
1974_23,1974,World Cup 1974,Matchday 3,1974-06-23,Argentina,Haiti,4.0,1.0,,,Group 4,"Olympiastadion, München"
1974_24,1974,World Cup 1974,Matchday 3,1974-06-23,Poland,Italy,2.0,1.0,,,Group 4,"Neckarstadion, Stuttgart"
1974_25,1974,World Cup 1974,Matchday 4,1974-06-26,Brazil,East Germany,1.0,0.0,,,Group A,"Niedersachsenstadion, Hanover"
1974_26,1974,World Cup 1974,Matchday 4,1974-06-26,Netherlands,Argentina,4.0,0.0,,,Group A,"Parkstadion, Gelsenkirchen"
1974_27,1974,World Cup 1974,Matchday 5,1974-06-30,East Germany,Netherlands,0.0,2.0,,,Group A,"Parkstadion, Gelsenkirchen"
1974_28,1974,World Cup 1974,Matchday 5,1974-06-30,Argentina,Brazil,1.0,2.0,,,Group A,"Niedersachsenstadion, Hanover"
1974_29,1974,World Cup 1974,Matchday 6,1974-07-03,Argentina,East Germany,1.0,1.0,,,Group A,"Parkstadion, Gelsenkirchen"
1974_30,1974,World Cup 1974,Matchday 6,1974-07-03,Netherlands,Brazil,2.0,0.0,,,Group A,"Westfalenstadion, Dortmund"
1974_31,1974,World Cup 1974,Matchday 4,1974-06-26,Yugoslavia,West Germany,0.0,2.0,,,Group B,"Rheinstadion, Düsseldorf"
1974_32,1974,World Cup 1974,Matchday 4,1974-06-26,Sweden,Poland,0.0,1.0,,,Group B,"Neckarstadion, Stuttgart"
1974_33,1974,World Cup 1974,Matchday 5,1974-06-30,West Germany,Sweden,4.0,2.0,,,Group B,"Rheinstadion, Düsseldorf"
1974_34,1974,World Cup 1974,Matchday 5,1974-06-30,Poland,Yugoslavia,2.0,1.0,,,Group B,"Waldstadion, Frankfurt"
1974_35,1974,World Cup 1974,Matchday 6,1974-07-03,Poland,West Germany,0.0,1.0,,,Group B,"Waldstadion, Frankfurt"
1974_36,1974,World Cup 1974,Matchday 6,1974-07-03,Sweden,Yugoslavia,2.0,1.0,,,Group B,"Rheinstadion, Düsseldorf"
1974_37,1974,World Cup 1974,Match for third place,1974-07-06,Brazil,Poland,0.0,1.0,,,,"Olympiastadion, München"
1974_38,1974,World Cup 1974,Final,1974-07-07,Netherlands,West Germany,1.0,2.0,,,,"Olympiastadion, München"
1978_1,1978,World Cup 1978,Matchday 1,1978-06-02,Argentina,Hungary,2.0,1.0,,,Group 1,"Estadio Monumental, Buenos Aires"
1978_2,1978,World Cup 1978,Matchday 1,1978-06-02,Italy,France,2.0,1.0,,,Group 1,"Estadio José María Minella, Mar del Plata"
1978_3,1978,World Cup 1978,Matchday 2,1978-06-06,Argentina,France,2.0,1.0,,,Group 1,"Estadio Monumental, Buenos Aires"
1978_4,1978,World Cup 1978,Matchday 2,1978-06-06,Italy,Hungary,3.0,1.0,,,Group 1,"Estadio José María Minella, Mar del Plata"
1978_5,1978,World Cup 1978,Matchday 3,1978-06-10,Argentina,Italy,0.0,1.0,,,Group 1,"Estadio Monumental, Buenos Aires"
1978_6,1978,World Cup 1978,Matchday 3,1978-06-10,France,Hungary,3.0,1.0,,,Group 1,"Estadio José María Minella, Mar del Plata"
1978_7,1978,World Cup 1978,Matchday 1,1978-06-01,West Germany,Poland,0.0,0.0,,,Group 2,"Estadio Monumental, Buenos Aires"
1978_8,1978,World Cup 1978,Matchday 1,1978-06-02,Tunisia,Mexico,3.0,1.0,,,Group 2,"Estadio Gigante de Arroyito, Rosario"
1978_9,1978,World Cup 1978,Matchday 2,1978-06-06,Poland,Tunisia,1.0,0.0,,,Group 2,"Estadio Gigante de Arroyito, Rosario"
1978_10,1978,World Cup 1978,Matchday 2,1978-06-06,West Germany,Mexico,6.0,0.0,,,Group 2,"Estadio Chateau Carreras, Córdoba"
1978_11,1978,World Cup 1978,Matchday 3,1978-06-10,Poland,Mexico,3.0,1.0,,,Group 2,"Estadio Gigante de Arroyito, Rosario"
1978_12,1978,World Cup 1978,Matchday 3,1978-06-10,West Germany,Tunisia,0.0,0.0,,,Group 2,"Estadio Olímpico Chateau Carreras, Córdoba"
1978_13,1978,World Cup 1978,Matchday 1,1978-06-03,Austria,Spain,2.0,1.0,,,Group 3,"Estadio José Amalfitani, Buenos Aires"
1978_14,1978,World Cup 1978,Matchday 1,1978-06-03,Brazil,Sweden,1.0,1.0,,,Group 3,"Estadio José Maria Minella, Mar del Plata"
1978_15,1978,World Cup 1978,Matchday 2,1978-06-07,Austria,Sweden,1.0,0.0,,,Group 3,"Estadio José Amalfitani, Buenos Aires"
1978_16,1978,World Cup 1978,Matchday 2,1978-06-07,Brazil,Spain,0.0,0.0,,,Group 3,"Estadio José Maria Minella, Mar del Plata"
1978_17,1978,World Cup 1978,Matchday 3,1978-06-11,Spain,Sweden,1.0,0.0,,,Group 3,"Estadio José Amalfitani, Buenos Aires"
1978_18,1978,World Cup 1978,Matchday 3,1978-06-11,Brazil,Austria,1.0,0.0,,,Group 3,"Estadio José Maria Minella, Mar del Plata"
1978_19,1978,World Cup 1978,Matchday 1,1978-06-03,Peru,Scotland,3.0,1.0,,,Group 4,"Estadio Chateau Carreras, Córdoba"
1978_20,1978,World Cup 1978,Matchday 1,1978-06-03,Netherlands,Iran,3.0,0.0,,,Group 4,"Estadio Ciudad de Mendoza, Mendoza"
1978_21,1978,World Cup 1978,Matchday 2,1978-06-07,Scotland,Iran,1.0,1.0,,,Group 4,"Estadio Chateau Carreras, Córdoba"
1978_22,1978,World Cup 1978,Matchday 2,1978-06-07,Netherlands,Peru,0.0,0.0,,,Group 4,"Estadio Ciudad de Mendoza, Mendoza"
1978_23,1978,World Cup 1978,Matchday 3,1978-06-11,Peru,Iran,4.0,1.0,,,Group 4,"Estadio Chateau Carreras, Córdoba"
1978_24,1978,World Cup 1978,Matchday 3,1978-06-11,Scotland,Netherlands,3.0,2.0,,,Group 4,"Estadio Ciudad de Mendoza, Mendoza"
1978_25,1978,World Cup 1978,Matchday 4,1978-06-14,Italy,West Germany,0.0,0.0,,,Group A,"Estadio Monumental, Buenos Aires"
1978_26,1978,World Cup 1978,Matchday 4,1978-06-14,Austria,Netherlands,1.0,5.0,,,Group A,"Estadio Chateau Carreras, Córdoba"
1978_27,1978,World Cup 1978,Matchday 5,1978-06-18,Italy,Austria,1.0,0.0,,,Group A,"Estadio Monumental, Buenos Aires"
1978_28,1978,World Cup 1978,Matchday 5,1978-06-18,Netherlands,West Germany,2.0,2.0,,,Group A,"Estadio Chateau Carreras, Córdoba"
1978_29,1978,World Cup 1978,Matchday 6,1978-06-21,Italy,Netherlands,1.0,2.0,,,Group A,"Estadio Monumental, Buenos Aires"
1978_30,1978,World Cup 1978,Matchday 6,1978-06-21,Austria,West Germany,3.0,2.0,,,Group A,"Estadio Chateau Carreras, Córdoba"
1978_31,1978,World Cup 1978,Matchday 4,1978-06-14,Argentina,Poland,2.0,0.0,,,Group B,"Estadio Gigante de Arroyito, Rosario"
1978_32,1978,World Cup 1978,Matchday 4,1978-06-14,Peru,Brazil,0.0,3.0,,,Group B,"Estadio Ciudad de Mendoza, Mendoza"
1978_33,1978,World Cup 1978,Matchday 5,1978-06-18,Argentina,Brazil,0.0,0.0,,,Group B,"Estadio Gigante de Arroyito, Rosario"
1978_34,1978,World Cup 1978,Matchday 5,1978-06-18,Peru,Poland,0.0,1.0,,,Group B,"Estadio Ciudad de Mendoza, Mendoza"
1978_35,1978,World Cup 1978,Matchday 6,1978-06-21,Argentina,Peru,6.0,0.0,,,Group B,"Estadio Gigante de Arroyito, Rosario"
1978_36,1978,World Cup 1978,Matchday 6,1978-06-21,Poland,Brazil,1.0,3.0,,,Group B,"Estadio Ciudad de Mendoza, Mendoza"
1978_37,1978,World Cup 1978,Third place match,1978-06-24,Brazil,Italy,2.0,1.0,,,,"Estadio Monumental, Buenos Aires"
1978_38,1978,World Cup 1978,Final,1978-06-25,Netherlands,Argentina,1.0,1.0,,,,"Estadio Monumental, Buenos Aires"
1982_1,1982,World Cup 1982,Matchday 1,1982-06-14,Italy,Poland,0.0,0.0,,,Group 1,"Balaídos, Vigo"
1982_2,1982,World Cup 1982,Matchday 1,1982-06-15,Peru,Cameroon,0.0,0.0,,,Group 1,"Estadio de Riazor, A Coruña"
1982_3,1982,World Cup 1982,Matchday 2,1982-06-18,Italy,Peru,1.0,1.0,,,Group 1,"Balaídos, Vigo"
1982_4,1982,World Cup 1982,Matchday 2,1982-06-19,Poland,Cameroon,0.0,0.0,,,Group 1,"Estadio de Riazor, A Coruña"
1982_5,1982,World Cup 1982,Matchday 3,1982-06-22,Poland,Peru,5.0,1.0,,,Group 1,"Estadio de Riazor, A Coruña"
1982_6,1982,World Cup 1982,Matchday 3,1982-06-23,Italy,Cameroon,1.0,1.0,,,Group 1,"Balaídos, Vigo"
1982_7,1982,World Cup 1982,Matchday 1,1982-06-16,West Germany,Algeria,1.0,2.0,,,Group 2,"El Molinón, Gijón"
1982_8,1982,World Cup 1982,Matchday 1,1982-06-17,Chile,Austria,0.0,1.0,,,Group 2,"Estadio Carlos Tartiere, Oviedo"
1982_9,1982,World Cup 1982,Matchday 2,1982-06-20,West Germany,Chile,4.0,1.0,,,Group 2,"El Molinón, Gijón"
1982_10,1982,World Cup 1982,Matchday 2,1982-06-21,Algeria,Austria,0.0,2.0,,,Group 2,"Estadio Carlos Tartiere, Oviedo"
1982_11,1982,World Cup 1982,Matchday 3,1982-06-24,Algeria,Chile,3.0,2.0,,,Group 2,"Estadio Carlos Tartiere, Oviedo"
1982_12,1982,World Cup 1982,Matchday 3,1982-06-25,West Germany,Austria,1.0,0.0,,,Group 2,"El Molinón, Gijón"
1982_13,1982,World Cup 1982,Matchday 1,1982-06-13,Argentina,Belgium,0.0,1.0,,,Group 3,"Camp Nou, Barcelona"
1982_14,1982,World Cup 1982,Matchday 1,1982-06-15,Hungary,El Salvador,10.0,1.0,,,Group 3,"Nuevo Estadio, Elche"
1982_15,1982,World Cup 1982,Matchday 2,1982-06-18,Argentina,Hungary,4.0,1.0,,,Group 3,"Estadio José Rico Pérez, Alicante"
1982_16,1982,World Cup 1982,Matchday 2,1982-06-19,Belgium,El Salvador,1.0,0.0,,,Group 3,"Nuevo Estadio, Elche"
1982_17,1982,World Cup 1982,Matchday 3,1982-06-22,Belgium,Hungary,1.0,1.0,,,Group 3,"Nuevo Estadio, Elche"
1982_18,1982,World Cup 1982,Matchday 3,1982-06-23,Argentina,El Salvador,2.0,0.0,,,Group 3,"Estadio José Rico Pérez, Alicante"
1982_19,1982,World Cup 1982,Matchday 1,1982-06-16,England,France,3.0,1.0,,,Group 4,"Estadio San Mamés, Bilbao"
1982_20,1982,World Cup 1982,Matchday 1,1982-06-17,Czechoslovakia,Kuwait,1.0,1.0,,,Group 4,"Estadio José Zorrilla, Valladolid"
1982_21,1982,World Cup 1982,Matchday 2,1982-06-20,England,Czechoslovakia,2.0,0.0,,,Group 4,"Estadio San Mamés, Bilbao"
1982_22,1982,World Cup 1982,Matchday 2,1982-06-21,France,Kuwait,4.0,1.0,,,Group 4,"Estadio José Zorrilla, Valladolid"
1982_23,1982,World Cup 1982,Matchday 3,1982-06-24,France,Czechoslovakia,1.0,1.0,,,Group 4,"Estadio José Zorrilla, Valladolid"
1982_24,1982,World Cup 1982,Matchday 3,1982-06-25,England,Kuwait,1.0,0.0,,,Group 4,"Estadio San Mamés, Bilbao"
1982_25,1982,World Cup 1982,Matchday 1,1982-06-16,Spain,Honduras,1.0,1.0,,,Group 5,"Estadio Luis Casanova, Valencia"
1982_26,1982,World Cup 1982,Matchday 1,1982-06-17,Yugoslavia,Northern Ireland,0.0,0.0,,,Group 5,"La Romareda, Zaragoza"
1982_27,1982,World Cup 1982,Matchday 2,1982-06-20,Spain,Yugoslavia,2.0,1.0,,,Group 5,"Estadio Luis Casanova, Valencia"
1982_28,1982,World Cup 1982,Matchday 2,1982-06-21,Honduras,Northern Ireland,1.0,1.0,,,Group 5,"La Romareda, Zaragoza"
1982_29,1982,World Cup 1982,Matchday 3,1982-06-24,Honduras,Yugoslavia,0.0,1.0,,,Group 5,"La Romareda, Zaragoza"
1982_30,1982,World Cup 1982,Matchday 3,1982-06-25,Spain,Northern Ireland,0.0,1.0,,,Group 5,"Estadio Luis Casanova, Valencia"
1982_31,1982,World Cup 1982,Matchday 1,1982-06-14,Brazil,Soviet Union,2.0,1.0,,,Group 6,"Estadio Ramón Sánchez Pizjuán, Seville"
1982_32,1982,World Cup 1982,Matchday 1,1982-06-15,Scotland,New Zealand,5.0,2.0,,,Group 6,"Estadio La Rosaleda, Málaga"
1982_33,1982,World Cup 1982,Matchday 2,1982-06-18,Brazil,Scotland,4.0,1.0,,,Group 6,"Estadio Benito Villamarín, Seville"
1982_34,1982,World Cup 1982,Matchday 2,1982-06-19,Soviet Union,New Zealand,3.0,0.0,,,Group 6,"Estadio La Rosaleda, Málaga"
1982_35,1982,World Cup 1982,Matchday 3,1982-06-22,Soviet Union,Scotland,2.0,2.0,,,Group 6,"Estadio La Rosaleda, Málaga"
1982_36,1982,World Cup 1982,Matchday 3,1982-06-23,Brazil,New Zealand,4.0,0.0,,,Group 6,"Estadio Benito Villamarín, Seville"
1982_37,1982,World Cup 1982,Matchday 4,1982-06-28,Poland,Belgium,3.0,0.0,,,Group A,"Camp Nou, Barcelona"
1982_38,1982,World Cup 1982,Matchday 5,1982-07-01,Belgium,Soviet Union,0.0,1.0,,,Group A,"Camp Nou, Barcelona"
1982_39,1982,World Cup 1982,Matchday 6,1982-07-04,Soviet Union,Poland,0.0,0.0,,,Group A,"Camp Nou, Barcelona"
1982_40,1982,World Cup 1982,Matchday 4,1982-06-29,West Germany,England,0.0,0.0,,,Group B,"Estadio Santiago Bernabéu, Madrid"
1982_41,1982,World Cup 1982,Matchday 5,1982-07-02,West Germany,Spain,2.0,1.0,,,Group B,"Estadio Santiago Bernabéu, Madrid"
1982_42,1982,World Cup 1982,Matchday 6,1982-07-05,Spain,England,0.0,0.0,,,Group B,"Estadio Santiago Bernabéu, Madrid"
1982_43,1982,World Cup 1982,Matchday 4,1982-06-29,Italy,Argentina,2.0,1.0,,,Group C,"Estadio Sarriá, Barcelona"
1982_44,1982,World Cup 1982,Matchday 5,1982-07-02,Argentina,Brazil,1.0,3.0,,,Group C,"Estadio Sarriá, Barcelona"
1982_45,1982,World Cup 1982,Matchday 6,1982-07-05,Italy,Brazil,3.0,2.0,,,Group C,"Estadio Sarriá, Barcelona"
1982_46,1982,World Cup 1982,Matchday 4,1982-06-28,Austria,France,0.0,1.0,,,Group D,"Estadio Vicente Calderón, Madrid"
1982_47,1982,World Cup 1982,Matchday 5,1982-07-01,Austria,Northern Ireland,2.0,2.0,,,Group D,"Estadio Vicente Calderón, Madrid"
1982_48,1982,World Cup 1982,Matchday 6,1982-07-04,Northern Ireland,France,1.0,4.0,,,Group D,"Estadio Vicente Calderón, Madrid"
1982_49,1982,World Cup 1982,Semi-finals,1982-07-08,Poland,Italy,0.0,2.0,,,,"Camp Nou, Barcelona"
1982_50,1982,World Cup 1982,Semi-finals,1982-07-08,West Germany,France,1.0,1.0,,,,"Estadio Ramón Sánchez Pizjuán, Seville"
1982_51,1982,World Cup 1982,Third place match,1982-07-10,Poland,France,3.0,2.0,,,,"Estadio José Rico Pérez, Alicante"
1982_52,1982,World Cup 1982,Final,1982-07-11,Italy,West Germany,3.0,1.0,,,,Estadio Santiago Bernabéu
1986_1,1986,World Cup 1986,Matchday 1,1986-05-31,Bulgaria,Italy,1.0,1.0,,,Group A,"Estadio Azteca, Mexico City"
1986_2,1986,World Cup 1986,Matchday 1,1986-06-02,Argentina,South Korea,3.0,1.0,,,Group A,"Estadio Olímpico Universitario, Mexico City"
1986_3,1986,World Cup 1986,Matchday 2,1986-06-05,Italy,Argentina,1.0,1.0,,,Group A,"Estadio Cuauhtémoc, Puebla"
1986_4,1986,World Cup 1986,Matchday 2,1986-06-05,South Korea,Bulgaria,1.0,1.0,,,Group A,"Estadio Olímpico Universitario, Mexico City"
1986_5,1986,World Cup 1986,Matchday 3,1986-06-10,South Korea,Italy,2.0,3.0,,,Group A,"Estadio Cuauhtémoc, Puebla"
1986_6,1986,World Cup 1986,Matchday 3,1986-06-10,Argentina,Bulgaria,2.0,0.0,,,Group A,"Estadio Olímpico Universitario, Mexico City"
1986_7,1986,World Cup 1986,Matchday 1,1986-06-03,Belgium,Mexico,1.0,2.0,,,Group B,"Estadio Azteca, Mexico City"
1986_8,1986,World Cup 1986,Matchday 1,1986-06-04,Paraguay,Iraq,1.0,0.0,,,Group B,"Estadio Nemesio Díez, Toluca"
1986_9,1986,World Cup 1986,Matchday 2,1986-06-07,Mexico,Paraguay,1.0,1.0,,,Group B,"Estadio Azteca, Mexico City"
1986_10,1986,World Cup 1986,Matchday 2,1986-06-08,Iraq,Belgium,1.0,2.0,,,Group B,"Estadio Nemesio Díez, Toluca"
1986_11,1986,World Cup 1986,Matchday 3,1986-06-11,Iraq,Mexico,0.0,1.0,,,Group B,"Estadio Azteca, Mexico City"
1986_12,1986,World Cup 1986,Matchday 3,1986-06-11,Paraguay,Belgium,2.0,2.0,,,Group B,"Estadio Nemesio Díez, Toluca"
1986_13,1986,World Cup 1986,Matchday 1,1986-06-01,Canada,France,0.0,1.0,,,Group C,"Estadio Nou Camp, León"
1986_14,1986,World Cup 1986,Matchday 1,1986-06-02,Soviet Union,Hungary,6.0,0.0,,,Group C,"Estadio Sergio León Chavez, Irapuato"
1986_15,1986,World Cup 1986,Matchday 2,1986-06-05,France,Soviet Union,1.0,1.0,,,Group C,"Estadio Nou Camp, León"
1986_16,1986,World Cup 1986,Matchday 2,1986-06-06,Hungary,Canada,2.0,0.0,,,Group C,"Estadio Sergio León Chavez, Irapuato"
1986_17,1986,World Cup 1986,Matchday 3,1986-06-09,Hungary,France,0.0,3.0,,,Group C,"Estadio Nou Camp, León"
1986_18,1986,World Cup 1986,Matchday 3,1986-06-09,Soviet Union,Canada,2.0,0.0,,,Group C,"Estadio Sergio León Chavez, Irapuato"
1986_19,1986,World Cup 1986,Matchday 1,1986-06-01,Spain,Brazil,0.0,1.0,,,Group D,"Estadio Jalisco, Guadalajara"
1986_20,1986,World Cup 1986,Matchday 1,1986-06-03,Algeria,Northern Ireland,1.0,1.0,,,Group D,"Estadio Tres de Marzo, Guadalajara"
