match_id,year,round,team1_normalized,team2_normalized,team1_score_final,team2_score_final,target,team1_games,team1_wins,team1_goals_for,team1_goals_against,team1_goal_difference,team1_win_rate,team1_goals_per_game,team1_goals_against_per_game,team2_games,team2_wins,team2_goals_for,team2_goals_against,team2_goal_difference,team2_win_rate,team2_goals_per_game,team2_goals_against_per_game,win_rate_diff,goals_per_game_diff,goals_against_per_game_diff,goal_difference_diff,experience_diff
1930_16,1930,Semi-finals,Argentina,United States,6.0,1.0,team1_win,88,47,152,101,51,0.5340909090909091,1.7272727272727273,1.1477272727272727,10,3,14,29,-15,0.3,1.4,2.9,0.23409090909090907,0.3272727272727274,-1.7522727272727272,66,78
1930_17,1930,Semi-finals,Uruguay,Serbia,6.0,1.0,team1_win,59,25,89,76,13,0.423728813559322,1.5084745762711864,1.2881355932203389,46,18,69,61,8,0.391304347826087,1.5,1.326086956521739,0.03242446573323504,0.008474576271186418,-0.03795136330140014,5,13
1930_18,1930,Final,Uruguay,Argentina,4.0,2.0,team1_win,59,25,89,76,13,0.423728813559322,1.5084745762711864,1.2881355932203389,88,47,152,101,51,0.5340909090909091,1.7272727272727273,1.1477272727272727,-0.11036209553158705,-0.21879815100154087,0.14040832049306617,-38,-29
1934_1,1934,Preliminary round,Sweden,Argentina,3.0,2.0,team1_win,51,19,80,73,7,0.3725490196078431,1.568627450980392,1.431372549019608,88,47,152,101,51,0.5340909090909091,1.7272727272727273,1.1477272727272727,-0.16154188948306597,-0.15864527629233538,0.2836452762923354,-44,-37
1934_2,1934,Preliminary round,Austria,France,3.0,2.0,team1_win,29,12,43,47,-4,0.4137931034482758,1.4827586206896552,1.6206896551724137,73,39,136,85,51,0.5342465753424658,1.8630136986301369,1.1643835616438356,-0.12045347189418998,-0.38025507794048163,0.4563060935285781,-55,-44
1934_3,1934,Preliminary round,Germany,Belgium,5.0,2.0,team1_win,112,68,232,130,102,0.6071428571428571,2.0714285714285716,1.1607142857142858,51,21,69,74,-5,0.4117647058823529,1.3529411764705883,1.4509803921568627,0.19537815126050417,0.7184873949579833,-0.2902661064425769,107,61
1934_4,1934,Preliminary round,Spain,Brazil,3.0,1.0,team1_win,67,31,108,75,33,0.4626865671641791,1.611940298507463,1.1194029850746268,114,76,237,108,129,0.6666666666666666,2.0789473684210527,0.9473684210526316,-0.20398009950248752,-0.46700706991358976,0.17203456402199513,-96,-47
1934_5,1934,Preliminary round,Hungary,Egypt,4.0,2.0,team1_win,32,15,87,57,30,0.46875,2.71875,1.78125,7,0,5,12,-7,0.0,0.7142857142857143,1.7142857142857142,0.46875,2.0044642857142856,0.06696428571428581,37,25
1934_6,1934,Preliminary round,Switzerland,Netherlands,3.0,2.0,team1_win,41,14,55,73,-18,0.3414634146341463,1.3414634146341464,1.7804878048780488,55,30,96,52,44,0.5454545454545454,1.7454545454545454,0.9454545454545454,-0.2039911308203991,-0.40399113082039895,0.8350332594235034,-62,-14
1934_7,1934,Preliminary round,Italy,United States,7.0,1.0,team1_win,83,45,128,77,51,0.5421686746987951,1.5421686746987953,0.927710843373494,10,3,14,29,-15,0.3,1.4,2.9,0.24216867469879516,0.14216867469879535,-1.972289156626506,66,73
1934_8,1934,Preliminary round,Czech Republic,Romania,2.0,1.0,team1_win,33,12,47,49,-2,0.3636363636363636,1.4242424242424243,1.4848484848484849,21,8,30,32,-2,0.3809523809523809,1.4285714285714286,1.5238095238095235,-0.017316017316017285,-0.0043290043290042934,-0.03896103896103864,0,12
1934_9,1934,Quarter-finals,Czech Republic,Switzerland,3.0,2.0,team1_win,33,12,47,49,-2,0.3636363636363636,1.4242424242424243,1.4848484848484849,41,14,55,73,-18,0.3414634146341463,1.3414634146341464,1.7804878048780488,0.02217294900221728,0.08277900960827789,-0.29563932002956395,16,-8
